file,active_slots,request_index,repeat,gpu_count,gpu_models,cuda_visible_devices,prompt_tokens,completion_tokens,prefill_ms,prefill_tok_s,decode_ms,decode_tok_s,wall_ms
ctx_000256.txt,1,1,1,6,NVIDIA P104-100 x6,"0,1,2,3,4,5",268,128,3669.292,73.0386134436834,9768.694,13.000714322712945,17777.33278274536
ctx_000512.txt,1,1,1,6,NVIDIA P104-100 x6,"0,1,2,3,4,5",541,128,4797.626,112.76410458005688,9230.673,13.758476765453613,15352.617025375366
ctx_001024.txt,1,1,1,6,NVIDIA P104-100 x6,"0,1,2,3,4,5",1082,128,6459.207,167.51282316854065,12259.297,10.359484724124068,20447.924613952637
ctx_002048.txt,1,1,1,6,NVIDIA P104-100 x6,"0,1,2,3,4,5",2330,128,11306.377,206.07839275127657,9259.206,13.716078894885802,22259.791374206543
ctx_004096.txt,1,1,1,6,NVIDIA P104-100 x6,"0,1,2,3,4,5",4288,128,18153.275,236.21082146334476,9769.689,12.999390256946766,30024.352312088013
ctx_008192.txt,1,1,1,6,NVIDIA P104-100 x6,"0,1,2,3,4,5",8853,128,35921.335,246.45520552061888,9150.59,13.87888649802909,51853.98292541504
ctx_016384.txt,1,1,1,6,NVIDIA P104-100 x6,"0,1,2,3,4,5",17670,128,74316.317,237.7674340347087,10123.291,12.54532740390452,88863.66629600525
