file,active_slots,request_index,repeat,gpu_count,gpu_models,cuda_visible_devices,prompt_tokens,completion_tokens,prefill_ms,prefill_tok_s,decode_ms,decode_tok_s,wall_ms
ctx_000256.txt,1,1,1,6,NVIDIA P104-100 x6,"0,1,2,3,4,5",268,128,3382.669,79.22737932679786,8424.962,15.074251966952493,16128.080368041992
ctx_000512.txt,1,1,1,6,NVIDIA P104-100 x6,"0,1,2,3,4,5",541,128,4202.071,128.74603975039926,8605.65,14.75774636430717,13959.479331970215
ctx_001024.txt,1,1,1,6,NVIDIA P104-100 x6,"0,1,2,3,4,5",1082,128,5273.22,205.1877221128646,10847.174,11.70811863071432,17389.64009284973
ctx_002048.txt,1,1,1,6,NVIDIA P104-100 x6,"0,1,2,3,4,5",2330,128,8865.299,262.82249476300797,7728.672,16.43231851474613,18114.347457885742
ctx_004096.txt,1,1,1,6,NVIDIA P104-100 x6,"0,1,2,3,4,5",4288,128,13755.886,311.7211061504871,10161.698,12.497911274277193,25838.725566864014
ctx_008192.txt,1,1,1,6,NVIDIA P104-100 x6,"0,1,2,3,4,5",8853,128,26233.042,337.4751582374625,8612.6,14.74583749390428,41527.223348617554
ctx_016384.txt,1,1,1,6,NVIDIA P104-100 x6,"0,1,2,3,4,5",17670,128,55997.313,315.550855091922,9325.744,13.618216412545744,69746.81544303894
